"","V1","V2"
"9 0 101 0 -6",0,48
"9 0 101 0 -5",0.0172413793103448,58
"9 0 101 0 -4",0.0102040816326531,98
"9 0 101 0 -3",0.0297029702970297,101
"9 0 101 0 -2",0.0471698113207547,106
"9 0 101 0 -1",0.0775193798449612,129
"9 0 101 0 0",0.148148148148148,108
"9 0 101 0 1",0.496,125
"9 0 101 0 2",0.829545454545455,88
"9 0 101 0 3",0.918918918918919,74
"9 0 101 0 4",0.927272727272727,55
"9 0 101 0 5",1,40
"9 0 101 0 6",1,28
"9 0 101 0 7",0.954545454545455,22
"9 0 101 0 8",0.9375,16
"9 0 101 0 9",1,13
"9 0 101 0 10",1,3
"1 1 101 0 -10",NA,0
"1 1 101 0 -9",0,1
"1 1 101 0 -8",0,1
"1 1 101 0 -7",0,1
"1 1 101 0 -6",0,2
"1 1 101 0 -5",0,7
"1 1 101 0 -4",0.25,24
"1 1 101 0 -3",0.416666666666667,60
"1 1 101 0 -2",0.513698630136986,146
"1 1 101 0 -1",0.612794612794613,297
"1 1 101 0 0",0.71571906354515,1196
"1 1 101 0 1",0.764705882352941,289
"1 1 101 0 2",0.885057471264368,87
"1 1 101 0 3",0.95,40
"1 1 101 0 4",1,11
"1 1 101 0 5",1,7
"1 1 101 0 6",1,2
"1 1 101 0 7",NA,0
"1 1 101 0 8",NA,0
"1 1 101 0 9",NA,0
"1 1 101 0 10",NA,0
"2 1 101 0 -10",NA,0
"2 1 101 0 -9",NA,0
"2 1 101 0 -8",0,1
"2 1 101 0 -7",0.5,2
"2 1 101 0 -6",0,7
"2 1 101 0 -5",0.4,15
"2 1 101 0 -4",0.391304347826087,23
"2 1 101 0 -3",0.37037037037037,54
"2 1 101 0 -2",0.471074380165289,121
"2 1 101 0 -1",0.594470046082949,217
"2 1 101 0 0",0.700836820083682,478
"2 1 101 0 1",0.782051282051282,234
"2 1 101 0 2",0.850746268656716,134
"2 1 101 0 3",0.857142857142857,70
"2 1 101 0 4",0.971428571428571,35
"2 1 101 0 5",0.9375,16
"2 1 101 0 6",0.857142857142857,7
"2 1 101 0 7",1,4
"2 1 101 0 8",1,5
"2 1 101 0 9",1,1
"2 1 101 0 10",1,1
"3 1 101 0 -10",NA,0
"3 1 101 0 -9",NA,0
"3 1 101 0 -8",0,2
"3 1 101 0 -7",0,3
"3 1 101 0 -6",0.0909090909090909,11
"3 1 101 0 -5",0.285714285714286,28
"3 1 101 0 -4",0.2,55
"3 1 101 0 -3",0.353846153846154,65
"3 1 101 0 -2",0.503703703703704,135
"3 1 101 0 -1",0.624390243902439,205
"3 1 101 0 0",0.766016713091922,359
"3 1 101 0 1",0.80078125,256
"3 1 101 0 2",0.865591397849462,186
"3 1 101 0 3",0.956989247311828,93
"3 1 101 0 4",0.958333333333333,48
"3 1 101 0 5",0.916666666666667,24
"3 1 101 0 6",0.916666666666667,12
"3 1 101 0 7",1,5
"3 1 101 0 8",1,4
"3 1 101 0 9",1,1
"3 1 101 0 10",1,1
"4 1 101 0 -10",0,1
"4 1 101 0 -9",0.333333333333333,3
"4 1 101 0 -8",0,3
"4 1 101 0 -7",0.0909090909090909,11
"4 1 101 0 -6",0.0714285714285714,28
"4 1 101 0 -5",0.142857142857143,35
"4 1 101 0 -4",0.265625,64
"4 1 101 0 -3",0.372727272727273,110
"4 1 101 0 -2",0.485207100591716,169
"4 1 101 0 -1",0.605150214592275,233
"4 1 101 0 0",0.728434504792332,313
"4 1 101 0 1",0.80241935483871,248
"4 1 101 0 2",0.903225806451613,155
"4 1 101 0 3",0.942307692307692,104
"4 1 101 0 4",0.972222222222222,72
"4 1 101 0 5",0.951219512195122,41
"4 1 101 0 6",1,34
"4 1 101 0 7",1,17
"4 1 101 0 8",1,8
"4 1 101 0 9",1,4
"4 1 101 0 10",1,2
"5 1 101 0 -10",0,9
"5 1 101 0 -9",0,4
"5 1 101 0 -8",0,10
"5 1 101 0 -7",0.0555555555555556,18
"5 1 101 0 -6",0.2,20
"5 1 101 0 -5",0.232142857142857,56
"5 1 101 0 -4",0.25,64
"5 1 101 0 -3",0.373737373737374,99
"5 1 101 0 -2",0.478571428571429,140
"5 1 101 0 -1",0.635,200
"5 1 101 0 0",0.752173913043478,230
"5 1 101 0 1",0.850877192982456,228
"5 1 101 0 2",0.906666666666667,150
"5 1 101 0 3",0.954545454545455,132
"5 1 101 0 4",1,89
"5 1 101 0 5",0.984848484848485,66
"5 1 101 0 6",0.976190476190476,42
"5 1 101 0 7",1,12
"5 1 101 0 8",1,16
"5 1 101 0 9",1,3
"5 1 101 0 10",1,4
"6 1 101 0 -10",0,4
"6 1 101 0 -9",0,9
"6 1 101 0 -8",0.0909090909090909,11
"6 1 101 0 -7",0.0434782608695652,23
"6 1 101 0 -6",0.0769230769230769,26
"6 1 101 0 -5",0.145454545454545,55
"6 1 101 0 -4",0.208333333333333,72
"6 1 101 0 -3",0.306930693069307,101
"6 1 101 0 -2",0.487179487179487,117
"6 1 101 0 -1",0.634920634920635,189
"6 1 101 0 0",0.771144278606965,201
"6 1 101 0 1",0.872222222222222,180
"6 1 101 0 2",0.98125,160
"6 1 101 0 3",0.968503937007874,127
"6 1 101 0 4",1,99
"6 1 101 0 5",1,59
"6 1 101 0 6",1,48
"6 1 101 0 7",1,23
"6 1 101 0 8",1,12
"6 1 101 0 9",1,13
"6 1 101 0 10",1,2
"7 1 101 0 -10",0,6
"7 1 101 0 -9",0,9
"7 1 101 0 -8",0,13
"7 1 101 0 -7",0.0476190476190476,21
"7 1 101 0 -6",0.111111111111111,27
"7 1 101 0 -5",0.111111111111111,45
"7 1 101 0 -4",0.037037037037037,54
"7 1 101 0 -3",0.258823529411765,85
"7 1 101 0 -2",0.379310344827586,116
"7 1 101 0 -1",0.571428571428571,161
"7 1 101 0 0",0.862275449101796,167
"7 1 101 0 1",0.943502824858757,177
"7 1 101 0 2",0.970238095238095,168
"7 1 101 0 3",0.991228070175439,114
"7 1 101 0 4",0.989795918367347,98
"7 1 101 0 5",1,54
"7 1 101 0 6",1,31
"7 1 101 0 7",1,32
"7 1 101 0 8",1,26
"7 1 101 0 9",1,10
"7 1 101 0 10",1,6
"8 1 101 0 -10",0,10
"8 1 101 0 -9",0,11
"8 1 101 0 -8",0,13
"8 1 101 0 -7",0.0434782608695652,23
"8 1 101 0 -6",0.0740740740740741,27
"8 1 101 0 -5",0.024390243902439,41
"8 1 101 0 -4",0.142857142857143,63
"8 1 101 0 -3",0.253164556962025,79
"8 1 101 0 -2",0.412280701754386,114
"8 1 101 0 -1",0.613445378151261,119
"8 1 101 0 0",0.846153846153846,143
"8 1 101 0 1",0.935251798561151,139
"8 1 101 0 2",0.963235294117647,136
"8 1 101 0 3",0.982456140350877,114
"8 1 101 0 4",1,98
"8 1 101 0 5",1,69
"8 1 101 0 6",1,39
"8 1 101 0 7",1,28
"8 1 101 0 8",1,22
"8 1 101 0 9",1,8
"8 1 101 0 10",1,9
"9 1 101 0 -10",0,7
"9 1 101 0 -9",0,9
"9 1 101 0 -8",0,16
"9 1 101 0 -7",0,21
"9 1 101 0 -6",0,26
"9 1 101 0 -5",0.0714285714285714,42
"9 1 101 0 -4",0.0892857142857143,56
"9 1 101 0 -3",0.171428571428571,70
"9 1 101 0 -2",0.359550561797753,89
"9 1 101 0 -1",0.626168224299065,107
"9 1 101 0 0",0.931297709923664,131
"9 1 101 0 1",NA,0
"9 1 101 0 2",NA,0
"9 1 101 0 3",NA,0
"9 1 101 0 4",NA,0
"9 1 101 0 5",NA,0
"9 1 101 0 6",NA,0
"9 1 101 0 7",NA,0
"9 1 101 0 8",NA,0
"9 1 101 0 9",NA,0
"9 1 101 0 10",NA,0
"1 0 101 1 -10",NA,0
"1 0 101 1 -9",NA,0
"1 0 101 1 -8",0,1
"1 0 101 1 -7",0,3
"1 0 101 1 -6",0.142857142857143,7
"1 0 101 1 -5",0.153846153846154,13
"1 0 101 1 -4",0.173076923076923,52
"1 0 101 1 -3",0.211382113821138,123
"1 0 101 1 -2",0.225396825396825,315
"1 0 101 1 -1",0.357774968394437,791
"1 0 101 1 0",0.463345864661654,2128
"1 0 101 1 1",NA,0
"1 0 101 1 2",0,1
"1 0 101 1 3",NA,0
"1 0 101 1 4",NA,0
"1 0 101 1 5",NA,0
"1 0 101 1 6",NA,0
"1 0 101 1 7",NA,0
"1 0 101 1 8",NA,0
"1 0 101 1 9",NA,0
"1 0 101 1 10",NA,0
"2 0 101 1 -10",0,1
"2 0 101 1 -9",0,4
"2 0 101 1 -8",0.142857142857143,7
"2 0 101 1 -7",0,9
"2 0 101 1 -6",0.0526315789473684,19
"2 0 101 1 -5",0.0851063829787234,47
"2 0 101 1 -4",0.2,90
"2 0 101 1 -3",0.180124223602484,161
"2 0 101 1 -2",0.256880733944954,327
"2 0 101 1 -1",0.357737104825291,601
"2 0 101 1 0",0.461835748792271,1035
"2 0 101 1 1",0.547619047619048,294
"2 0 101 1 2",0.66875,160
"2 0 101 1 3",0.797101449275362,69
"2 0 101 1 4",0.829268292682927,41
"2 0 101 1 5",0.823529411764706,17
"2 0 101 1 6",0.8,5
"2 0 101 1 7",1,3
"2 0 101 1 8",1,1
"2 0 101 1 9",NA,0
"2 0 101 1 10",1,1
"3 0 101 1 -10",0,3
"3 0 101 1 -9",0.125,8
"3 0 101 1 -8",0,13
"3 0 101 1 -7",0.0625,16
"3 0 101 1 -6",0.0344827586206897,29
"3 0 101 1 -5",0.137254901960784,51
"3 0 101 1 -4",0.0983606557377049,122
"3 0 101 1 -3",0.202334630350195,257
"3 0 101 1 -2",0.255754475703325,391
"3 0 101 1 -1",0.329032258064516,620
"3 0 101 1 0",0.420118343195266,676
"3 0 101 1 1",0.573333333333333,375
"3 0 101 1 2",0.718446601941748,206
"3 0 101 1 3",0.71551724137931,116
"3 0 101 1 4",0.811320754716981,53
"3 0 101 1 5",0.866666666666667,30
"3 0 101 1 6",0.888888888888889,18
"3 0 101 1 7",1,4
"3 0 101 1 8",1,2
"3 0 101 1 9",1,2
"3 0 101 1 10",1,1
"4 0 101 1 -10",0,5
"4 0 101 1 -9",0,12
"4 0 101 1 -8",0.125,16
"4 0 101 1 -7",0,36
"4 0 101 1 -6",0.0188679245283019,53
"4 0 101 1 -5",0.0674157303370786,89
"4 0 101 1 -4",0.0867052023121387,173
"4 0 101 1 -3",0.163793103448276,232
"4 0 101 1 -2",0.247887323943662,355
"4 0 101 1 -1",0.313559322033898,472
"4 0 101 1 0",0.415692821368948,599
"4 0 101 1 1",0.56763925729443,377
"4 0 101 1 2",0.67741935483871,248
"4 0 101 1 3",0.804878048780488,164
"4 0 101 1 4",0.8125,96
"4 0 101 1 5",0.903846153846154,52
"4 0 101 1 6",1,26
"4 0 101 1 7",0.952380952380952,21
"4 0 101 1 8",1,8
"4 0 101 1 9",1,3
"4 0 101 1 10",NA,0
"5 0 101 1 -10",0,8
"5 0 101 1 -9",0.0909090909090909,11
"5 0 101 1 -8",0,33
"5 0 101 1 -7",0,40
"5 0 101 1 -6",0.0123456790123457,81
"5 0 101 1 -5",0.036697247706422,109
"5 0 101 1 -4",0.0927835051546392,194
"5 0 101 1 -3",0.13,300
"5 0 101 1 -2",0.199438202247191,356
"5 0 101 1 -1",0.282511210762332,446
"5 0 101 1 0",0.412109375,512
"5 0 101 1 1",0.544412607449857,349
"5 0 101 1 2",0.699604743083004,253
"5 0 101 1 3",0.828402366863905,169
"5 0 101 1 4",0.881188118811881,101
"5 0 101 1 5",0.928571428571429,70
"5 0 101 1 6",0.977272727272727,44
"5 0 101 1 7",0.96,25
"5 0 101 1 8",0.909090909090909,11
"5 0 101 1 9",1,13
"5 0 101 1 10",1,2
"6 0 101 1 -10",0,9
"6 0 101 1 -9",0,30
"6 0 101 1 -8",0,23
"6 0 101 1 -7",0,37
"6 0 101 1 -6",0.0549450549450549,91
"6 0 101 1 -5",0.0330578512396694,121
"6 0 101 1 -4",0.0662983425414365,181
"6 0 101 1 -3",0.0883534136546185,249
"6 0 101 1 -2",0.160112359550562,356
"6 0 101 1 -1",0.288220551378446,399
"6 0 101 1 0",0.386363636363636,440
"6 0 101 1 1",0.594752186588921,343
"6 0 101 1 2",0.714828897338403,263
"6 0 101 1 3",0.819148936170213,188
"6 0 101 1 4",0.891891891891892,148
"6 0 101 1 5",0.961538461538462,78
"6 0 101 1 6",0.96875,64
"6 0 101 1 7",0.95,40
"6 0 101 1 8",1,16
"6 0 101 1 9",1,13
"6 0 101 1 10",1,11
"7 0 101 1 -10",0,7
"7 0 101 1 -9",0,25
"7 0 101 1 -8",0,36
"7 0 101 1 -7",0,57
"7 0 101 1 -6",0,77
"7 0 101 1 -5",0.0197368421052632,152
"7 0 101 1 -4",0.0571428571428571,210
"7 0 101 1 -3",0.0745098039215686,255
"7 0 101 1 -2",0.153605015673981,319
"7 0 101 1 -1",0.235449735449735,378
"7 0 101 1 0",0.376558603491272,401
"7 0 101 1 1",0.623853211009174,327
"7 0 101 1 2",0.747211895910781,269
"7 0 101 1 3",0.836633663366337,202
"7 0 101 1 4",0.917910447761194,134
"7 0 101 1 5",0.96,100
"7 0 101 1 6",0.983333333333333,60
"7 0 101 1 7",1,30
"7 0 101 1 8",1,21
"7 0 101 1 9",1,17
"7 0 101 1 10",1,11
"8 0 101 1 -10",0,13
"8 0 101 1 -9",0,26
"8 0 101 1 -8",0,44
"8 0 101 1 -7",0,60
"8 0 101 1 -6",0,104
"8 0 101 1 -5",0,140
"8 0 101 1 -4",0.0202020202020202,198
"8 0 101 1 -3",0.0378787878787879,264
"8 0 101 1 -2",0.0830670926517572,313
"8 0 101 1 -1",0.226415094339623,318
"8 0 101 1 0",0.352112676056338,355
"8 0 101 1 1",0.622149837133551,307
"8 0 101 1 2",0.807106598984772,197
"8 0 101 1 3",0.8875,160
"8 0 101 1 4",0.954887218045113,133
"8 0 101 1 5",0.965811965811966,117
"8 0 101 1 6",1,68
"8 0 101 1 7",1,44
"8 0 101 1 8",1,21
"8 0 101 1 9",1,23
"8 0 101 1 10",0.888888888888889,9
"9 0 101 1 -10",0,28
"9 0 101 1 -9",0,30
"9 0 101 1 -8",0,48
"9 0 101 1 -7",0,59
"9 0 101 1 -6",0,101
"9 0 101 1 -5",0.00735294117647059,136
"9 0 101 1 -4",0.00904977375565611,221
"9 0 101 1 -3",0.0152671755725191,262
"9 0 101 1 -2",0.039344262295082,305
"9 0 101 1 -1",0.0827586206896552,290
"9 0 101 1 0",0.311111111111111,315
"9 0 101 1 1",0.674242424242424,264
"9 0 101 1 2",0.835748792270531,207
"9 0 101 1 3",0.970760233918129,171
"9 0 101 1 4",0.984848484848485,132
"9 0 101 1 5",1,95
"9 0 101 1 6",1,64
"9 0 101 1 7",1,53
"9 0 101 1 8",1,28
"9 0 101 1 9",1,24
"9 0 101 1 10",1,16
"1 1 101 1 -10",NA,0
"1 1 101 1 -9",NA,0
"1 1 101 1 -8",NA,0
"1 1 101 1 -7",0.25,4
"1 1 101 1 -6",0,7
"1 1 101 1 -5",0.12,25
"1 1 101 1 -4",0.133333333333333,45
"1 1 101 1 -3",0.348314606741573,89
"1 1 101 1 -2",0.445454545454545,220
"1 1 101 1 -1",0.551148225469729,479
"1 1 101 1 0",0.653619302949062,1865
"1 1 101 1 1",0.733719247467438,691
"1 1 101 1 2",0.80078125,256
"1 1 101 1 3",0.841666666666667,120
"1 1 101 1 4",0.912280701754386,57
"1 1 101 1 5",0.909090909090909,22
"1 1 101 1 6",1,3
"1 1 101 1 7",1,2
"1 1 101 1 8",NA,0
"1 1 101 1 9",1,2
"1 1 101 1 10",NA,0
"2 1 101 1 -10",0,2
"2 1 101 1 -9",0,2
"2 1 101 1 -8",0.166666666666667,6
"2 1 101 1 -7",0,9
"2 1 101 1 -6",0.166666666666667,12
"2 1 101 1 -5",0.269230769230769,26
"2 1 101 1 -4",0.3,70
"2 1 101 1 -3",0.307692307692308,117
"2 1 101 1 -2",0.395348837209302,215
"2 1 101 1 -1",0.512254901960784,408
"2 1 101 1 0",0.637831603229527,867
"2 1 101 1 1",0.749532710280374,535
"2 1 101 1 2",0.762048192771084,332
"2 1 101 1 3",0.859375,192
"2 1 101 1 4",0.926605504587156,109
"2 1 101 1 5",0.963636363636364,55
"2 1 101 1 6",1,17
"2 1 101 1 7",1,10
"2 1 101 1 8",1,3
"2 1 101 1 9",1,1
"2 1 101 1 10",NA,0
"3 1 101 1 -10",NA,0
"3 1 101 1 -9",0,3
"3 1 101 1 -8",0,4
"3 1 101 1 -7",0,12
"3 1 101 1 -6",0.0666666666666667,30
"3 1 101 1 -5",0.258064516129032,31
"3 1 101 1 -4",0.237623762376238,101
"3 1 101 1 -3",0.279569892473118,186
"3 1 101 1 -2",0.431372549019608,255
"3 1 101 1 -1",0.603365384615385,416
"3 1 101 1 0",0.678622668579627,697
"3 1 101 1 1",0.777576853526221,553
"3 1 101 1 2",0.850467289719626,428
"3 1 101 1 3",0.889908256880734,218
"3 1 101 1 4",0.952380952380952,126
"3 1 101 1 5",0.960526315789474,76
"3 1 101 1 6",0.942857142857143,35
"3 1 101 1 7",1,18
"3 1 101 1 8",1,11
"3 1 101 1 9",1,4
"3 1 101 1 10",1,2
"4 1 101 1 -10",0,3
"4 1 101 1 -9",0.2,5
"4 1 101 1 -8",0,16
"4 1 101 1 -7",0.142857142857143,28
"4 1 101 1 -6",0.0232558139534884,43
"4 1 101 1 -5",0.178082191780822,73
"4 1 101 1 -4",0.228813559322034,118
"4 1 101 1 -3",0.297560975609756,205
"4 1 101 1 -2",0.394927536231884,276
"4 1 101 1 -1",0.537078651685393,445
"4 1 101 1 0",0.676156583629893,562
"4 1 101 1 1",0.78781512605042,476
"4 1 101 1 2",0.863049095607235,387
"4 1 101 1 3",0.917647058823529,255
"4 1 101 1 4",0.951219512195122,164
"4 1 101 1 5",0.975409836065574,122
"4 1 101 1 6",1,66
"4 1 101 1 7",1,41
"4 1 101 1 8",1,20
"4 1 101 1 9",1,10
"4 1 101 1 10",1,3
"5 1 101 1 -10",0,9
"5 1 101 1 -9",0,10
"5 1 101 1 -8",0.0384615384615385,26
"5 1 101 1 -7",0.0857142857142857,35
"5 1 101 1 -6",0.0847457627118644,59
"5 1 101 1 -5",0.164835164835165,91
"5 1 101 1 -4",0.222222222222222,126
"5 1 101 1 -3",0.329896907216495,194
"5 1 101 1 -2",0.356363636363636,275
"5 1 101 1 -1",0.516759776536313,358
"5 1 101 1 0",0.648,500
"5 1 101 1 1",0.79476861167002,497
"5 1 101 1 2",0.882352941176471,357
"5 1 101 1 3",0.941580756013746,291
"5 1 101 1 4",0.972375690607735,181
"5 1 101 1 5",0.982608695652174,115
"5 1 101 1 6",0.955555555555556,90
"5 1 101 1 7",1,58
"5 1 101 1 8",1,24
"5 1 101 1 9",1,19
"5 1 101 1 10",1,12
"6 1 101 1 -10",0,13
"6 1 101 1 -9",0,24
"6 1 101 1 -8",0,24
"6 1 101 1 -7",0,30
"6 1 101 1 -6",0.0212765957446809,47
"6 1 101 1 -5",0.0588235294117647,85
"6 1 101 1 -4",0.185714285714286,140
"6 1 101 1 -3",0.291208791208791,182
"6 1 101 1 -2",0.382575757575758,264
"6 1 101 1 -1",0.541450777202073,386
"6 1 101 1 0",0.700892857142857,448
"6 1 101 1 1",0.850961538461538,416
"6 1 101 1 2",0.920529801324503,302
"6 1 101 1 3",0.947169811320755,265
"6 1 101 1 4",0.994871794871795,195
"6 1 101 1 5",0.992424242424242,132
"6 1 101 1 6",1,120
"6 1 101 1 7",0.985714285714286,70
"6 1 101 1 8",1,40
"6 1 101 1 9",1,23
"6 1 101 1 10",1,13
"7 1 101 1 -10",0,17
"7 1 101 1 -9",0,17
"7 1 101 1 -8",0,33
"7 1 101 1 -7",0.025,40
"7 1 101 1 -6",0.0491803278688525,61
"7 1 101 1 -5",0.0392156862745098,102
"7 1 101 1 -4",0.0638297872340425,141
"7 1 101 1 -3",0.165137614678899,218
"7 1 101 1 -2",0.320833333333333,240
"7 1 101 1 -1",0.533950617283951,324
"7 1 101 1 0",0.739952718676123,423
"7 1 101 1 1",0.886934673366834,398
"7 1 101 1 2",0.937837837837838,370
"7 1 101 1 3",0.976351351351351,296
"7 1 101 1 4",0.983333333333333,240
"7 1 101 1 5",0.99390243902439,164
"7 1 101 1 6",1,113
"7 1 101 1 7",1,65
"7 1 101 1 8",1,42
"7 1 101 1 9",1,31
"7 1 101 1 10",1,23
"8 1 101 1 -10",0,7
"8 1 101 1 -9",0,16
"8 1 101 1 -8",0,45
"8 1 101 1 -7",0,45
"8 1 101 1 -6",0.0298507462686567,67
"8 1 101 1 -5",0.03,100
"8 1 101 1 -4",0.0396825396825397,126
"8 1 101 1 -3",0.0958904109589041,146
"8 1 101 1 -2",0.299107142857143,224
"8 1 101 1 -1",0.503448275862069,290
"8 1 101 1 0",0.761421319796954,394
"8 1 101 1 1",0.927835051546392,388
"8 1 101 1 2",0.966867469879518,332
"8 1 101 1 3",0.996,250
"8 1 101 1 4",0.990610328638498,213
"8 1 101 1 5",1,170
"8 1 101 1 6",0.990196078431373,102
"8 1 101 1 7",1,56
"8 1 101 1 8",1,49
"8 1 101 1 9",1,35
"8 1 101 1 10",1,27
"9 1 101 1 -10",0,21
"9 1 101 1 -9",0,33
"9 1 101 1 -8",0,32
"9 1 101 1 -7",0,60
"9 1 101 1 -6",0.012987012987013,77
"9 1 101 1 -5",0,105
"9 1 101 1 -4",0.0378787878787879,132
"9 1 101 1 -3",0.096969696969697,165
"9 1 101 1 -2",0.197802197802198,182
"9 1 101 1 -1",0.437262357414449,263
"9 1 101 1 0",0.868766404199475,381
"9 1 101 1 1",NA,0
"9 1 101 1 2",NA,0
"9 1 101 1 3",NA,0
"9 1 101 1 4",NA,0
"9 1 101 1 5",NA,0
"9 1 101 1 6",NA,0
"9 1 101 1 7",NA,0
"9 1 101 1 8",NA,0
"9 1 101 1 9",NA,0
"9 1 101 1 10",NA,0
"1 0 101 2 -10",NA,0
"1 0 101 2 -9",NA,0
"1 0 101 2 -8",0,3
"1 0 101 2 -7",0,6
"1 0 101 2 -6",0.0833333333333333,12
"1 0 101 2 -5",0.184210526315789,38
"1 0 101 2 -4",0.111111111111111,90
"1 0 101 2 -3",0.280542986425339,221
"1 0 101 2 -2",0.314102564102564,468
"1 0 101 2 -1",0.436444444444444,1125
"1 0 101 2 0",0.535486806187443,2198
"1 0 101 2 1",NA,0
"1 0 101 2 2",NA,0
"1 0 101 2 3",NA,0
"1 0 101 2 4",NA,0
"1 0 101 2 5",NA,0
"1 0 101 2 6",NA,0
"1 0 101 2 7",NA,0
"1 0 101 2 8",NA,0
"1 0 101 2 9",NA,0
"1 0 101 2 10",NA,0
"2 0 101 2 -10",0,1
"2 0 101 2 -9",0,5
"2 0 101 2 -8",0,12
"2 0 101 2 -7",0.0666666666666667,15
"2 0 101 2 -6",0.0645161290322581,31
"2 0 101 2 -5",0.2,85
"2 0 101 2 -4",0.165413533834586,133
"2 0 101 2 -3",0.245674740484429,289
"2 0 101 2 -2",0.304635761589404,453
"2 0 101 2 -1",0.404822335025381,788
"2 0 101 2 0",0.528716216216216,1184
"2 0 101 2 1",0.586626139817629,329
"2 0 101 2 2",0.711864406779661,177
"2 0 101 2 3",0.79,100
"2 0 101 2 4",0.948717948717949,39
"2 0 101 2 5",0.785714285714286,14
"2 0 101 2 6",1,4
"2 0 101 2 7",1,1
"2 0 101 2 8",1,1
"2 0 101 2 9",1,1
"2 0 101 2 10",NA,0
"3 0 101 2 -10",0,3
"3 0 101 2 -9",0,10
"3 0 101 2 -8",0,23
"3 0 101 2 -7",0.08,50
"3 0 101 2 -6",0.0612244897959184,49
"3 0 101 2 -5",0.102362204724409,127
"3 0 101 2 -4",0.126315789473684,190
"3 0 101 2 -3",0.255555555555556,360
"3 0 101 2 -2",0.283422459893048,561
"3 0 101 2 -1",0.406329113924051,790
"3 0 101 2 0",0.528260869565217,920
"3 0 101 2 1",0.638888888888889,468
"3 0 101 2 2",0.734939759036145,249
"3 0 101 2 3",0.840336134453782,119
"3 0 101 2 4",0.860759493670886,79
"3 0 101 2 5",0.934782608695652,46
"3 0 101 2 6",0.92,25
"3 0 101 2 7",0.928571428571429,14
"3 0 101 2 8",1,3
"3 0 101 2 9",1,2
"3 0 101 2 10",NA,0
"4 0 101 2 -10",0,6
"4 0 101 2 -9",0.0714285714285714,14
"4 0 101 2 -8",0.0344827586206897,29
"4 0 101 2 -7",0.0192307692307692,52
"4 0 101 2 -6",0.0208333333333333,96
"4 0 101 2 -5",0.0961538461538462,156
"4 0 101 2 -4",0.145593869731801,261
"4 0 101 2 -3",0.213513513513514,370
"4 0 101 2 -2",0.260194174757282,515
"4 0 101 2 -1",0.406862745098039,612
"4 0 101 2 0",0.523939808481532,731
"4 0 101 2 1",0.671171171171171,444
"4 0 101 2 2",0.727868852459016,305
"4 0 101 2 3",0.860103626943005,193
"4 0 101 2 4",0.875,112
"4 0 101 2 5",0.894736842105263,57
"4 0 101 2 6",0.947368421052632,38
"4 0 101 2 7",0.962962962962963,27
"4 0 101 2 8",1,11
"4 0 101 2 9",1,3
"4 0 101 2 10",1,1
"5 0 101 2 -10",0.05,20
"5 0 101 2 -9",0,28
"5 0 101 2 -8",0,39
"5 0 101 2 -7",0,80
"5 0 101 2 -6",0.0420168067226891,119
"5 0 101 2 -5",0.0409356725146199,171
"5 0 101 2 -4",0.106312292358804,301
"5 0 101 2 -3",0.177111716621253,367
"5 0 101 2 -2",0.279503105590062,483
"5 0 101 2 -1",0.367231638418079,531
"5 0 101 2 0",0.502354788069074,637
"5 0 101 2 1",0.706818181818182,440
"5 0 101 2 2",0.773519163763066,287
"5 0 101 2 3",0.835978835978836,189
"5 0 101 2 4",0.923076923076923,143
"5 0 101 2 5",0.955056179775281,89
"5 0 101 2 6",0.952380952380952,63
"5 0 101 2 7",0.96875,32
"5 0 101 2 8",1,12
"5 0 101 2 9",1,10
"5 0 101 2 10",1,10
"6 0 101 2 -10",0,18
"6 0 101 2 -9",0,37
"6 0 101 2 -8",0,42
"6 0 101 2 -7",0.021978021978022,91
"6 0 101 2 -6",0.0197368421052632,152
"6 0 101 2 -5",0.0566037735849057,212
"6 0 101 2 -4",0.0888888888888889,270
"6 0 101 2 -3",0.133704735376045,359
"6 0 101 2 -2",0.214765100671141,447
"6 0 101 2 -1",0.399641577060932,558
"6 0 101 2 0",0.509369676320273,587
"6 0 101 2 1",0.717948717948718,390
"6 0 101 2 2",0.795977011494253,348
"6 0 101 2 3",0.894273127753304,227
"6 0 101 2 4",0.973684210526316,152
"6 0 101 2 5",0.961538461538462,104
"6 0 101 2 6",1,69
"6 0 101 2 7",1,46
"6 0 101 2 8",1,20
"6 0 101 2 9",1,15
"6 0 101 2 10",1,12
"7 0 101 2 -10",0,19
"7 0 101 2 -9",0,36
"7 0 101 2 -8",0,62
"7 0 101 2 -7",0.0235294117647059,85
"7 0 101 2 -6",0,143
"7 0 101 2 -5",0.0273972602739726,219
"7 0 101 2 -4",0.0546075085324232,293
"7 0 101 2 -3",0.113861386138614,404
"7 0 101 2 -2",0.195899772209567,439
"7 0 101 2 -1",0.272365805168986,503
"7 0 101 2 0",0.5078125,512
"7 0 101 2 1",0.736501079913607,463
"7 0 101 2 2",0.860119047619048,336
"7 0 101 2 3",0.901709401709402,234
"7 0 101 2 4",0.946107784431138,167
"7 0 101 2 5",0.966666666666667,120
"7 0 101 2 6",0.988372093023256,86
"7 0 101 2 7",1,50
"7 0 101 2 8",1,32
"7 0 101 2 9",1,26
"7 0 101 2 10",1,11
"8 0 101 2 -10",0,33
"8 0 101 2 -9",0,49
"8 0 101 2 -8",0,72
"8 0 101 2 -7",0,116
"8 0 101 2 -6",0.00666666666666667,150
"8 0 101 2 -5",0.0170940170940171,234
